,entity_name,kaggle_image_path,entity_value,prediction
6199,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/618JfzX3+zL.jpg,100 gram,100 gram
6200,height,/kaggle/input/amazon-2024-100k-imgs/images/510CADbiNVL.jpg,310.0 millimetre,120.0 millimetre
6201,depth,/kaggle/input/amazon-2024-100k-imgs/images/51XEWI8ExAL.jpg,9.0 centimetre,34.0 centimetre
6202,depth,/kaggle/input/amazon-2024-100k-imgs/images/617c6sRzhiL.jpg,12.0 inch,12.0 inch
6203,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71c7VAAw-jL.jpg,400.0 milligram,400.0 milligram
6204,height,/kaggle/input/amazon-2024-100k-imgs/images/51EVU0GPY4L.jpg,8.0 centimetre,10.0 centimetre
6205,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61kxf1fihzL.jpg,400.0 milligram,400.0 milligram
6206,wattage,/kaggle/input/amazon-2024-100k-imgs/images/61lwSz6AfRL.jpg,30.0 watt,100.0 watt
6207,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/8192hkwdCPL.jpg,0.8 gram,100 gram
6208,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61sTas3yoNL.jpg,500.0 milligram,8.0 gram
6209,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61RijGtRTxL.jpg,40.0 kilogram,40.0 kilogram
6210,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81MPoA66tYL.jpg,260.0 gram,260.0 gram
6211,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61TyxxUQZXL.jpg,120.0 gram,10.0 kilogram
6212,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71GHykfuu8L.jpg,1.0 pound,1.0 pound
6213,voltage,/kaggle/input/amazon-2024-100k-imgs/images/51gqJ6730UL.jpg,120.0 volt,12.0 volt
6214,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/51lk-wveXsL.jpg,1200.0 millilitre,500.0 millilitre
6215,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81JfPlF+EEL.jpg,26 gram,20.0 gram
6216,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61uZ5mqKJIL.jpg,100.0 gram,250.0 gram
6217,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51fW2iITMmL.jpg,2.46 gram,10.0 gram
6218,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71IhrKsKO4L.jpg,350.0 milligram,350.0 milligram
6219,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51NyHO+5P2L.jpg,5.0 gram,5.0 gram
6220,height,/kaggle/input/amazon-2024-100k-imgs/images/61DSIYFD+SL.jpg,8.7 centimetre,20.0 centimetre
6221,depth,/kaggle/input/amazon-2024-100k-imgs/images/512yEnzowsL.jpg,200.0 centimetre,220.0 centimetre
6222,width,/kaggle/input/amazon-2024-100k-imgs/images/513HO+UW+GL.jpg,20.0 centimetre,20.0 centimetre
6223,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71dFJECwuQL.jpg,0.0 pound,10.0 gram
6224,height,/kaggle/input/amazon-2024-100k-imgs/images/51rh4sqLN8L.jpg,15.0 centimetre,15.0 centimetre
6225,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71QwN70vDgL.jpg,50.0 milligram,300.0 milligram
6226,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71ZabeykIZL.jpg,9.5 gram,9.5 gram
6227,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/512+HGWBxBL.jpg,4.0 gram,120.0 gram
6228,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71ucL+a2bYL.jpg,2.53 pound,15.0 centimetre
6229,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91Qufoy2NpL.jpg,1.0 kilogram,1.0 kilogram
6230,width,/kaggle/input/amazon-2024-100k-imgs/images/51XIrrB7ZHL.jpg,2.3 inch,6.6 inch
6231,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61yByCd35EL.jpg,2350.0 kilogram,200.0 gram
6232,height,/kaggle/input/amazon-2024-100k-imgs/images/611GXy6DKML.jpg,3.9 centimetre,3.9 centimetre
6233,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/813wO1mvpDL.jpg,25 gram,41.2 gram
6234,voltage,/kaggle/input/amazon-2024-100k-imgs/images/719oo-A031L.jpg,3.7 volt,3.7 volt
6235,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/71iKOqpdIcL.jpg,50.0 millilitre,30.0 millilitre
6236,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71FMMS4zdLL.jpg,3.6 pound,200.0 milligram
6237,wattage,/kaggle/input/amazon-2024-100k-imgs/images/616AwcqwT6L.jpg,100.0 watt,100.0 watt
6238,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61ylLAKQe0L.jpg,600.0 milligram,600.0 milligram
6239,depth,/kaggle/input/amazon-2024-100k-imgs/images/61EsFIGOxFL.jpg,30.0 centimetre,30.0 centimetre
6240,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/811QzxGCk7L.jpg,160.0 gram,140.0 gram
6241,wattage,/kaggle/input/amazon-2024-100k-imgs/images/61w4Q6TDe6L.jpg,1.0 watt,11.0 watt
6242,depth,/kaggle/input/amazon-2024-100k-imgs/images/317pGFmOg1S.jpg,50.8 centimetre,40.8 centimetre
6243,depth,/kaggle/input/amazon-2024-100k-imgs/images/51RJh7pELTL.jpg,40.0 centimetre,40.0 centimetre
6244,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71VdlLiYGaL.jpg,85 gram,85.0 gram
6245,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51UxPFWESJL.jpg,100 gram,100 gram
6246,height,/kaggle/input/amazon-2024-100k-imgs/images/61ATNfptZKL.jpg,34.0 inch,86.0 centimetre
6247,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81xIeS2mbAL.jpg,7.0 gram,100 gram
6248,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71Mtf9lmDNL.jpg,88.0 gram,88.0 gram
6249,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/819GC2-WEQL.jpg,50.0 gram,100.0 gram
6250,depth,/kaggle/input/amazon-2024-100k-imgs/images/51gO5pMJyrL.jpg,6.0 inch,6.0 inch
6251,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81iw5hXrWzL.jpg,400.0 gram,400 gram
6252,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71sC1HGDI9L.jpg,25.0 pound,100.0 gram
6253,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71JR2ivugbL.jpg,1 kilogram,240.0 gram
6254,height,/kaggle/input/amazon-2024-100k-imgs/images/612+07lj+MS.jpg,11.0 inch,11.0 inch
6255,depth,/kaggle/input/amazon-2024-100k-imgs/images/61AeUK7NONL.jpg,60.0 centimetre,15.0 centimetre
6256,width,/kaggle/input/amazon-2024-100k-imgs/images/511ixRVPm-L.jpg,6.35 millimetre,44.0 millimetre
6257,height,/kaggle/input/amazon-2024-100k-imgs/images/51OreKnWDrL.jpg,6.69 inch,17.0 centimetre
6258,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71aaZEFN2hL.jpg,14.11 ounce,400 gram
6259,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/41J6cTfYEJL.jpg,150 gram,150 gram
6260,height,/kaggle/input/amazon-2024-100k-imgs/images/612M4O494bL.jpg,16.9 inch,11.5 inch
6261,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/41eZElOK1IL.jpg,0.5 litre,0.5 litre
6262,depth,/kaggle/input/amazon-2024-100k-imgs/images/61Ae9gok2kL.jpg,7.08 inch,13.5 gram
6263,depth,/kaggle/input/amazon-2024-100k-imgs/images/51FZ+9CgK6L.jpg,11.0 centimetre,11.0 centimetre
6264,depth,/kaggle/input/amazon-2024-100k-imgs/images/513yl4bJfuL.jpg,10.0 metre,10.0 inch
6265,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81CienQRpRL.jpg,0 kilogram to 1kilogram,10.0 kilogram
6266,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61W9dOzxp6S.jpg,11.0 gram,100.0 gram
6267,depth,/kaggle/input/amazon-2024-100k-imgs/images/614BrxGSytL.jpg,20.0 inch,20.0 inch
6268,depth,/kaggle/input/amazon-2024-100k-imgs/images/512Z0AHiuSL.jpg,20.0 centimetre,20.0 centimetre
6269,depth,/kaggle/input/amazon-2024-100k-imgs/images/51kZ0PBk1JL.jpg,12.8 centimetre,5.03 inch
6270,width,/kaggle/input/amazon-2024-100k-imgs/images/41d4Nixx+3L.jpg,3.5 inch,3.5 inch
6271,width,/kaggle/input/amazon-2024-100k-imgs/images/51Z9736R2YL.jpg,60.0 centimetre,60.0 centimetre
6272,depth,/kaggle/input/amazon-2024-100k-imgs/images/4145goWNF3L.jpg,45.7 inch,158.0 centimetre
6273,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/61AS7AkCS0L.jpg,0.676 fluid ounce,3.67 fluid ounce
6274,width,/kaggle/input/amazon-2024-100k-imgs/images/516JmWKOSAL.jpg,8.5 centimetre,8.5 centimetre
6275,width,/kaggle/input/amazon-2024-100k-imgs/images/51LNUDV0fpL.jpg,19.6 inch,50.0 centimetre
6276,maximum_weight_recommendation,/kaggle/input/amazon-2024-100k-imgs/images/61KzulUWoJS.jpg,350 pound,350 pound
6277,height,/kaggle/input/amazon-2024-100k-imgs/images/61BLD3oHG6L.jpg,3.46 inch,2.67 inch
6278,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61nGqTPXLGL.jpg,"[30.0, 55.0] pound",100 gram
6279,depth,/kaggle/input/amazon-2024-100k-imgs/images/51U4-mGfTiL.jpg,60.0 centimetre,60.0 centimetre
6280,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71pBm4OGvVL.jpg,104.0 gram,100.0 gram
6281,depth,/kaggle/input/amazon-2024-100k-imgs/images/611xZs39cvL.jpg,20.0 centimetre,85.0 centimetre
6282,width,/kaggle/input/amazon-2024-100k-imgs/images/51e84eevX3L.jpg,4.5 centimetre,13.4 centimetre
6283,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/61Ke+dOA6PL.jpg,25.0 millilitre,25.0 millilitre
6284,width,/kaggle/input/amazon-2024-100k-imgs/images/61A6jGP1ngL.jpg,100.0 centimetre,100.0 centimetre
6285,depth,/kaggle/input/amazon-2024-100k-imgs/images/5176eYAEY7L.jpg,1.9 centimetre,1.9 centimetre
6286,wattage,/kaggle/input/amazon-2024-100k-imgs/images/61nIY50539L.jpg,35.0 watt,35.0 watt
6287,width,/kaggle/input/amazon-2024-100k-imgs/images/51vsKKWQ67L.jpg,60.0 centimetre,60.0 centimetre
6288,depth,/kaggle/input/amazon-2024-100k-imgs/images/51tFOcL8QVL.jpg,5.0 centimetre,5.0 centimetre
6289,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51kBSW5EH9L.jpg,1.5 gram,1.5 gram
6290,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81r9BSvcPqL.jpg,3 gram,100 gram
6291,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/411XBwK-EZL.jpg,10.0 kilogram,10.0 kilogram
6292,width,/kaggle/input/amazon-2024-100k-imgs/images/617jeZBz7rL.jpg,160.0 millimetre,160.0 millimetre
6293,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71OA-g1tm9L.jpg,2.6 gram,2.4 gram
6294,depth,/kaggle/input/amazon-2024-100k-imgs/images/51D8ED35EuL.jpg,300.0 millimetre,300.0 millimetre
6295,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/51YNVNHSJuL.jpg,1.0 litre,1.0 litre
6296,width,/kaggle/input/amazon-2024-100k-imgs/images/51dBavjhhoL.jpg,130.0 centimetre,43.0 centimetre
6297,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51rgewhr3HL.jpg,68.0 gram,30.0 gram
6298,wattage,/kaggle/input/amazon-2024-100k-imgs/images/61vwbfckPnS.jpg,100.0 watt,100.0 watt
6299,width,/kaggle/input/amazon-2024-100k-imgs/images/51VVPSKRomL.jpg,3.93 inch,3.93 inch
6300,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51HmUPkOymL.jpg,1.05 kilogram,1.05 kilogram
6301,wattage,/kaggle/input/amazon-2024-100k-imgs/images/71XOqoLcdRL.jpg,240.0 watt,240.0 watt
6302,depth,/kaggle/input/amazon-2024-100k-imgs/images/51yWm7+jmXL.jpg,60.0 centimetre,45.0 millimetre
6303,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81sNBpunACL.jpg,4.8 pound,4.8 pound
6304,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61OW71GDSNL.jpg,15.0 gram,100.0 gram
6305,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91UgJlhBwnL.jpg,80.0 ounce,100.0 gram
6306,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51cusJ8DYIL.jpg,27.0 gram,27.0 gram
6307,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71z6ykLDI0L.jpg,"[3.55, 3.9] gram","[3.5, 3.9] gram"
6308,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71rA-JfDW2L.jpg,250.0 gram,250.0 gram
6309,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71MN97KcDvL.jpg,3.5 gram,30.0 gram
6310,width,/kaggle/input/amazon-2024-100k-imgs/images/615H--usOZL.jpg,90.0 centimetre,90.0 centimetre
6311,width,/kaggle/input/amazon-2024-100k-imgs/images/51jBMFZGy+S.jpg,18.3 centimetre,4.5 centimetre
6312,depth,/kaggle/input/amazon-2024-100k-imgs/images/61-y7f46GeL.jpg,7.0 inch,7.0 inch
6313,width,/kaggle/input/amazon-2024-100k-imgs/images/51DC6EENO-L.jpg,59.5 inch,56.5 inch
6314,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51e5Ytge8CL.jpg,110.0 gram,110.0 gram
6315,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71VI+U9FHRL.jpg,100.0 gram,50.0 gram
6316,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61T21Q7pwLL.jpg,7.3 gram,7.3 gram
6317,width,/kaggle/input/amazon-2024-100k-imgs/images/51MbUjY+YPL.jpg,6.8 inch,6.8 inch
6318,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/81gIzSNygDL.jpg,240.0 millilitre,240.0 millilitre
6319,height,/kaggle/input/amazon-2024-100k-imgs/images/51HqZnANDIL.jpg,5.4 centimetre,5.1 centimetre
6320,height,/kaggle/input/amazon-2024-100k-imgs/images/618J1R-ie4L.jpg,11.0 inch,7.5 inch
6321,width,/kaggle/input/amazon-2024-100k-imgs/images/61AAD58LFvL.jpg,16.5 centimetre,16.5 centimetre
6322,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/8136HUwbiyS.jpg,10.0 ounce,10.0 ounce
6323,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81F15HVSvqL.jpg,10.0 pound,10.0 ounce
6324,depth,/kaggle/input/amazon-2024-100k-imgs/images/51DktXHPyrL.jpg,70.0 centimetre,60.0 centimetre
6325,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/714qQI9vIsL.jpg,50.0 kilogram,10.0 kilogram
6326,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71DfVCkIAHL.jpg,200.0 gram,200 gram
6327,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91vcFCFoPNL.jpg,250.0 gram,250 gram
6328,height,/kaggle/input/amazon-2024-100k-imgs/images/51mvGB2fjFL.jpg,15.35 inch,15.35 inch
6329,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51gn9lPC7rL.jpg,3.0 ton,3.0 ton
6330,depth,/kaggle/input/amazon-2024-100k-imgs/images/51aVR2BLFML.jpg,3.2 centimetre,10.5 centimetre
6331,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61zzzvDz49L.jpg,3.25 gram,100.0 gram
6332,maximum_weight_recommendation,/kaggle/input/amazon-2024-100k-imgs/images/71H5Yo8erJL.jpg,7.0 kilogram,7.0 kilogram
6333,height,/kaggle/input/amazon-2024-100k-imgs/images/51JZgofrS+L.jpg,23.0 centimetre,10.0 inch
6334,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71HI73zvfiL.jpg,395.0 gram,395.0 gram
6335,depth,/kaggle/input/amazon-2024-100k-imgs/images/61BV1CS4phL.jpg,50.0 millimetre,50.0 millimetre
6336,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61y64wwliPL.jpg,45 gram,45.0 gram
6337,depth,/kaggle/input/amazon-2024-100k-imgs/images/51ccgNjdK3L.jpg,18.0 centimetre,28.5 centimetre
6338,width,/kaggle/input/amazon-2024-100k-imgs/images/414qz-upfKL.jpg,20.2 centimetre,20.2 centimetre
6339,height,/kaggle/input/amazon-2024-100k-imgs/images/41QU9tPgp9L.jpg,109.0 millimetre,98.0 millimetre
6340,height,/kaggle/input/amazon-2024-100k-imgs/images/61671Ux-VvL.jpg,40.0 inch,40.0 inch
6341,wattage,/kaggle/input/amazon-2024-100k-imgs/images/71vlQUEr3DL.jpg,200.0 watt,600.0 watt
6342,width,/kaggle/input/amazon-2024-100k-imgs/images/51l943IL8JL.jpg,2.8 centimetre,4.0 centimetre
6343,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71tF-MiiXEL.jpg,4.23 kilogram,4.33 kilogram
6344,wattage,/kaggle/input/amazon-2024-100k-imgs/images/71Ne5Bkz1yS.jpg,1080.0 horsepower,1080.0 horsepower
6345,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71kD+5VpHWL.jpg,300 gram,250 gram
6346,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/616P54M4QCL.jpg,300.0 milligram,300.0 milligram
6347,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81YmkxIlA9L.jpg,1.5 gram,1.5 gram
6348,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/718biTGbxXL.jpg,56.36 ounce,120.0 gram
6349,width,/kaggle/input/amazon-2024-100k-imgs/images/61FFCJlzAWL.jpg,5.0 inch,5.0 inch
6350,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71ypN8qsCYL.jpg,5.0 gram,100.0 gram
6351,width,/kaggle/input/amazon-2024-100k-imgs/images/51-mDLA5b8L.jpg,1.57 inch,1.57 inch
6352,depth,/kaggle/input/amazon-2024-100k-imgs/images/41yWEu7+-hL.jpg,16.0 millimetre,16.0 millimetre
6353,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81nTpPsDH+L.jpg,125.0 gram,100.0 gram
6354,depth,/kaggle/input/amazon-2024-100k-imgs/images/61CQvNmig9L.jpg,9.5 centimetre,9.5 centimetre
6355,depth,/kaggle/input/amazon-2024-100k-imgs/images/61+-9EYDXIL.jpg,160.0 millimetre,5.8 millimetre
6356,width,/kaggle/input/amazon-2024-100k-imgs/images/51qhe0kIOSL.jpg,7.0 centimetre,7.0 centimetre
6357,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/816xCsDzrrL.jpg,104.0 gram,100 gram
6358,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81VjbYLc4TL.jpg,0.4 kilogram,0.4 kilogram
6359,width,/kaggle/input/amazon-2024-100k-imgs/images/41D7OJz-KmL.jpg,16.0 centimetre,25.5 centimetre
6360,width,/kaggle/input/amazon-2024-100k-imgs/images/61FQBOijHVL.jpg,30.48 centimetre,30.48 inch
6361,width,/kaggle/input/amazon-2024-100k-imgs/images/612NGs-UtJL.jpg,23.1 inch,23.1 inch
6362,width,/kaggle/input/amazon-2024-100k-imgs/images/610DWE4GwmL.jpg,10.0 centimetre,78.0 centimetre
6363,depth,/kaggle/input/amazon-2024-100k-imgs/images/41Ufw7j7lyL.jpg,17.8 centimetre,12.7 centimetre
6364,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/713X9+NQvoL.jpg,2.0 fluid ounce,2.0 fluid ounce
6365,depth,/kaggle/input/amazon-2024-100k-imgs/images/61BbnZxXSFL.jpg,7.0 foot,10.0 inch
6366,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/716NfwkxsxL.jpg,200.0 milligram,200.0 milligram
6367,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61+iYMjm7iL.jpg,1000 milligram,1000.0 milligram
6368,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71BEsmoBOJL.jpg,18.0 gram,100.0 gram
6369,width,/kaggle/input/amazon-2024-100k-imgs/images/51wBFAyluzS.jpg,10.25 centimetre,6.5 centimetre
6370,depth,/kaggle/input/amazon-2024-100k-imgs/images/61AjkBevIPL.jpg,6.4 metre,6.4 metre
6371,width,/kaggle/input/amazon-2024-100k-imgs/images/618hvtz7hGL.jpg,34.0 centimetre,24.0 centimetre
6372,width,/kaggle/input/amazon-2024-100k-imgs/images/616bW1ZybHL.jpg,107.5 centimetre,102.0 centimetre
6373,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81+uzK1VO-L.jpg,2000.0 milligram,2000.0 milligram
6374,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/5157LLdgirL.jpg,12.0 ounce,12.0 ounce
6375,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61z9q4FJ5GL.jpg,500.0 milligram,1000.0 milligram
6376,height,/kaggle/input/amazon-2024-100k-imgs/images/61C+LC-ec1L.jpg,27.0 centimetre,10.0 centimetre
6377,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/715nrUyOt1L.jpg,1873.0 pound,100 gram
6378,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71XHEzIckrL.jpg,1200.0 gram,120.0 gram
6379,height,/kaggle/input/amazon-2024-100k-imgs/images/513Jx068LXL.jpg,32.0 centimetre,10.0 centimetre
6380,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/71xc4mJ5QOL.jpg,50.0 millilitre,4.0 fluid ounce
6381,depth,/kaggle/input/amazon-2024-100k-imgs/images/51cdwQN+d2L.jpg,127.0 millimetre,127.0 millimetre
6382,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61f9FAwT8ML.jpg,100.0 gram,100 gram
6383,depth,/kaggle/input/amazon-2024-100k-imgs/images/511AAku3HNL.jpg,430.0 millimetre,430.0 millimetre
6384,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/41hSpRfyS4L.jpg,1125.0 gram,1125.0 gram
6385,height,/kaggle/input/amazon-2024-100k-imgs/images/51oSFYcZOFL.jpg,28.3 inch,28.3 inch
6386,height,/kaggle/input/amazon-2024-100k-imgs/images/517opy-aB3L.jpg,9.0 inch,8.0 centimetre
6387,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61CtWBmOpqL.jpg,35.0 gram,35.0 gram
6388,height,/kaggle/input/amazon-2024-100k-imgs/images/51SEJevc5TL.jpg,31.0 centimetre,10.0 centimetre
6389,depth,/kaggle/input/amazon-2024-100k-imgs/images/51u88X45jJL.jpg,240.0 millimetre,45.0 millimetre
6390,depth,/kaggle/input/amazon-2024-100k-imgs/images/61EgvqLBCqL.jpg,20.0 centimetre,20.0 centimetre
6391,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/71JyavQroQL.jpg,250.0 millilitre,250.0 millilitre
6392,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/711eUsGcZXL.jpg,340.0 gram,100 gram
6393,width,/kaggle/input/amazon-2024-100k-imgs/images/41lfLWAo39L.jpg,3.0 inch,50.0 millimetre
6394,width,/kaggle/input/amazon-2024-100k-imgs/images/514Pek7k+uL.jpg,16.0 inch,200.0 centimetre
6395,height,/kaggle/input/amazon-2024-100k-imgs/images/41iIDG4UTyL.jpg,20.0 centimetre,8.0 centimetre
6396,width,/kaggle/input/amazon-2024-100k-imgs/images/51xfC3ZCvOL.jpg,6.5 inch,12.3 centimetre
6397,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71nGACWnbjL.jpg,1.0 ounce,820.0 milligram
6398,width,/kaggle/input/amazon-2024-100k-imgs/images/51F-dX46esL.jpg,1102.0 millimetre,70.0 millimetre
6399,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/61+AhJkYYGL.jpg,16.0 ounce,4.0 fluid ounce
6400,width,/kaggle/input/amazon-2024-100k-imgs/images/51rbsQGUC2L.jpg,8.0 centimetre,8.9 centimetre
6401,height,/kaggle/input/amazon-2024-100k-imgs/images/51THpbw0fJL.jpg,6.5 centimetre,6.5 centimetre
6402,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61ut8zCggkL.jpg,330.0 gram,200.0 milligram
6403,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71p+Zmx-zXL.jpg,58.4 pound,58.4 pound
6404,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81E-hon034L.jpg,200 gram,100 gram
6405,width,/kaggle/input/amazon-2024-100k-imgs/images/61DsXp4vvrL.jpg,16.0 inch,2.0 inch
6406,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61gHmV2HHRL.jpg,"[10.0, 24.0] ounce",10.0 ounce
6407,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/31W16R4jWwL.jpg,9.0 gram,14.5 gram
6408,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61DiTCIleFL.jpg,17.64 ounce,500 gram
6409,height,/kaggle/input/amazon-2024-100k-imgs/images/51SsPvMgiwL.jpg,1.5 centimetre,1.5 centimetre
6410,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/914CBq60LZL.jpg,150 gram,100 gram
6411,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71gM+SEgPhL.jpg,80.0 gram,100.0 gram
6412,width,/kaggle/input/amazon-2024-100k-imgs/images/6193x14Ex7L.jpg,110.0 centimetre,110.0 centimetre
6413,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/711v6Iiv3BL.jpg,1.0 milligram,100.0 gram
6414,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51Jz7zU9F6L.jpg,130.0 gram,130.0 gram
6415,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71V0Z8CD6TL.jpg,17.64 ounce,100 gram
6416,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81pakaRs2TL.jpg,120.0 gram,1.0 gram
6417,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71R2IbJAxAL.jpg,6.17 ounce,32.0 gram
6418,height,/kaggle/input/amazon-2024-100k-imgs/images/614YZSnhrjL.jpg,15.0 centimetre,15.0 centimetre
6419,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51Y9kXgJYTL.jpg,17.7 gram,17.7 gram
6420,height,/kaggle/input/amazon-2024-100k-imgs/images/317lGKRp6WL.jpg,2.55 inch,2.55 inch
6421,wattage,/kaggle/input/amazon-2024-100k-imgs/images/61gN5vCyOUL.jpg,200.0 watt,206.0 watt
6422,maximum_weight_recommendation,/kaggle/input/amazon-2024-100k-imgs/images/61fzCvg8TjL.jpg,200 kilogram,200 kilogram
6423,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81ao8bEMbBL.jpg,200 gram,6.0 pound
6424,width,/kaggle/input/amazon-2024-100k-imgs/images/31AIuS7c+1L.jpg,0.42 inch,11.0 millimetre
6425,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61LdNxnc6YL.jpg,152.0 gram,152.0 gram
